date,datatype,station,attributes,value
2018-01-16T00:00:00,AWND,GHCND:USW00013781,",,W,",21.0
2018-01-16T00:00:00,PRCP,GHCND:USW00013781,"T,,W,2400",0.0
2018-01-16T00:00:00,RHAV,GHCND:USW00013781,",,W,",81.0
2018-01-16T00:00:00,RHMN,GHCND:USW00013781,",,W,",67.0
2018-01-16T00:00:00,RHMX,GHCND:USW00013781,",,W,",92.0
2018-01-16T00:00:00,SNOW,GHCND:USW00013781,"T,,W,",0.0
2018-01-16T00:00:00,SNWD,GHCND:USW00013781,",,W,",0.0
2018-01-16T00:00:00,TMAX,GHCND:USW00013781,",,W,2400",56.0
2018-01-16T00:00:00,TMIN,GHCND:USW00013781,",,W,2400",-16.0
2018-01-16T00:00:00,WDF2,GHCND:USW00013781,",,W,",170.0
2018-01-16T00:00:00,WDF5,GHCND:USW00013781,",,W,",170.0
2018-01-16T00:00:00,WSF2,GHCND:USW00013781,",,W,",63.0
2018-01-16T00:00:00,WSF5,GHCND:USW00013781,",,W,",76.0
2018-01-16T00:00:00,WT01,GHCND:USW00013781,",,W,",1.0
2018-01-17T00:00:00,ADPT,GHCND:USW00013781,",,W,",-67.0
2018-01-17T00:00:00,ASLP,GHCND:USW00013781,",,W,",10261.0
2018-01-17T00:00:00,ASTP,GHCND:USW00013781,",,W,",10230.0
2018-01-17T00:00:00,AWBT,GHCND:USW00013781,",,W,",-44.0
2018-01-17T00:00:00,AWND,GHCND:USW00013781,",,W,",56.0
2018-01-17T00:00:00,PRCP,GHCND:USW00013781,",,W,2400",30.0
2018-01-17T00:00:00,RHAV,GHCND:USW00013781,",,W,",77.0
2018-01-17T00:00:00,RHMN,GHCND:USW00013781,",,W,",57.0
2018-01-17T00:00:00,RHMX,GHCND:USW00013781,",,W,",100.0
2018-01-17T00:00:00,SNOW,GHCND:USW00013781,",,W,",20.0
2018-01-17T00:00:00,SNWD,GHCND:USW00013781,"T,,W,",0.0
2018-01-17T00:00:00,TMAX,GHCND:USW00013781,",,W,2400",22.0
2018-01-17T00:00:00,TMIN,GHCND:USW00013781,",,W,2400",-77.0
2018-01-17T00:00:00,WDF2,GHCND:USW00013781,",,W,",310.0
2018-01-17T00:00:00,WDF5,GHCND:USW00013781,",,W,",330.0
2018-01-17T00:00:00,WSF2,GHCND:USW00013781,",,W,",98.0
2018-01-17T00:00:00,WSF5,GHCND:USW00013781,",,W,",121.0
2018-01-17T00:00:00,WT01,GHCND:USW00013781,",,W,",1.0
2018-01-18T00:00:00,ADPT,GHCND:USW00013781,",,W,",-117.0
2018-01-18T00:00:00,ASLP,GHCND:USW00013781,",,W,",10196.0
2018-01-18T00:00:00,ASTP,GHCND:USW00013781,",,W,",10173.0
2018-01-18T00:00:00,AWBT,GHCND:USW00013781,",,W,",-61.0
2018-01-18T00:00:00,AWND,GHCND:USW00013781,",,W,",41.0
2018-01-18T00:00:00,PRCP,GHCND:USW00013781,",,W,2400",0.0
2018-01-18T00:00:00,RHAV,GHCND:USW00013781,",,W,",55.0
2018-01-18T00:00:00,RHMN,GHCND:USW00013781,",,W,",39.0
2018-01-18T00:00:00,RHMX,GHCND:USW00013781,",,W,",71.0
2018-01-18T00:00:00,SNOW,GHCND:USW00013781,",,W,",0.0
2018-01-18T00:00:00,SNWD,GHCND:USW00013781,",,W,",30.0
2018-01-18T00:00:00,TMAX,GHCND:USW00013781,",,W,2400",22.0
2018-01-18T00:00:00,TMIN,GHCND:USW00013781,",,W,2400",-99.0
2018-01-18T00:00:00,WDF2,GHCND:USW00013781,",,W,",300.0
2018-01-18T00:00:00,WDF5,GHCND:USW00013781,",,W,",300.0
2018-01-18T00:00:00,WSF2,GHCND:USW00013781,",,W,",94.0
2018-01-18T00:00:00,WSF5,GHCND:USW00013781,",,W,",125.0
2018-01-19T00:00:00,ADPT,GHCND:USW00013781,",,W,",-83.0
2018-01-19T00:00:00,ASLP,GHCND:USW00013781,",,W,",10183.0
2018-01-19T00:00:00,ASTP,GHCND:USW00013781,",,W,",10156.0
2018-01-19T00:00:00,AWBT,GHCND:USW00013781,",,W,",-22.0
2018-01-19T00:00:00,AWND,GHCND:USW00013781,",,W,",23.0
2018-01-19T00:00:00,PRCP,GHCND:USW00013781,",,W,2400",0.0
2018-01-19T00:00:00,RHAV,GHCND:USW00013781,",,W,",52.0
2018-01-19T00:00:00,RHMN,GHCND:USW00013781,",,W,",31.0
2018-01-19T00:00:00,RHMX,GHCND:USW00013781,",,W,",78.0
2018-01-19T00:00:00,SNOW,GHCND:USW00013781,",,W,",0.0
2018-01-19T00:00:00,SNWD,GHCND:USW00013781,",,W,",0.0
2018-01-19T00:00:00,TMAX,GHCND:USW00013781,",,W,2400",83.0
2018-01-19T00:00:00,TMIN,GHCND:USW00013781,",,W,2400",-66.0
2018-01-19T00:00:00,WDF2,GHCND:USW00013781,",,W,",290.0
2018-01-19T00:00:00,WDF5,GHCND:USW00013781,",,W,",290.0
2018-01-19T00:00:00,WSF2,GHCND:USW00013781,",,W,",81.0
2018-01-19T00:00:00,WSF5,GHCND:USW00013781,",,W,",98.0
2018-01-20T00:00:00,ADPT,GHCND:USW00013781,",,W,",-39.0
2018-01-20T00:00:00,ASLP,GHCND:USW00013781,",,W,",10159.0
2018-01-20T00:00:00,ASTP,GHCND:USW00013781,",,W,",10125.0
2018-01-20T00:00:00,AWBT,GHCND:USW00013781,",,W,",11.0
2018-01-20T00:00:00,AWND,GHCND:USW00013781,",,W,",28.0
2018-01-20T00:00:00,PRCP,GHCND:USW00013781,",,W,2400",0.0
2018-01-20T00:00:00,RHAV,GHCND:USW00013781,",,W,",58.0
2018-01-20T00:00:00,RHMN,GHCND:USW00013781,",,W,",34.0
2018-01-20T00:00:00,RHMX,GHCND:USW00013781,",,W,",92.0
2018-01-20T00:00:00,SNOW,GHCND:USW00013781,",,W,",0.0
2018-01-20T00:00:00,SNWD,GHCND:USW00013781,",,W,",0.0
2018-01-20T00:00:00,TMAX,GHCND:USW00013781,",,W,2400",139.0
2018-01-20T00:00:00,TMIN,GHCND:USW00013781,",,W,2400",-38.0
2018-01-20T00:00:00,WDF2,GHCND:USW00013781,",,W,",250.0
2018-01-20T00:00:00,WDF5,GHCND:USW00013781,",,W,",250.0
2018-01-20T00:00:00,WSF2,GHCND:USW00013781,",,W,",81.0
2018-01-20T00:00:00,WSF5,GHCND:USW00013781,",,W,",103.0
2018-01-21T00:00:00,ADPT,GHCND:USW00013781,",,W,",6.0
2018-01-21T00:00:00,ASLP,GHCND:USW00013781,",,W,",10217.0
2018-01-21T00:00:00,ASTP,GHCND:USW00013781,",,W,",10179.0
2018-01-21T00:00:00,AWBT,GHCND:USW00013781,",,W,",28.0
2018-01-21T00:00:00,AWND,GHCND:USW00013781,",,W,",12.0
2018-01-21T00:00:00,PRCP,GHCND:USW00013781,",,W,2400",0.0
2018-01-21T00:00:00,RHAV,GHCND:USW00013781,",,W,",75.0
2018-01-21T00:00:00,RHMN,GHCND:USW00013781,",,W,",56.0
2018-01-21T00:00:00,RHMX,GHCND:USW00013781,",,W,",92.0
2018-01-21T00:00:00,SNOW,GHCND:USW00013781,",,W,",0.0
2018-01-21T00:00:00,SNWD,GHCND:USW00013781,",,W,",0.0
2018-01-21T00:00:00,TMAX,GHCND:USW00013781,",,W,2400",117.0
2018-01-21T00:00:00,TMIN,GHCND:USW00013781,",,W,2400",-32.0
2018-01-21T00:00:00,WDF2,GHCND:USW00013781,",,W,",160.0
2018-01-21T00:00:00,WDF5,GHCND:USW00013781,",,W,",170.0
2018-01-21T00:00:00,WSF2,GHCND:USW00013781,",,W,",45.0
2018-01-21T00:00:00,WSF5,GHCND:USW00013781,",,W,",63.0
2018-01-22T00:00:00,ADPT,GHCND:USW00013781,",,W,",33.0
2018-01-22T00:00:00,ASLP,GHCND:USW00013781,",,W,",10193.0
2018-01-22T00:00:00,ASTP,GHCND:USW00013781,",,W,",10169.0
2018-01-22T00:00:00,AWBT,GHCND:USW00013781,",,W,",61.0
2018-01-22T00:00:00,AWND,GHCND:USW00013781,",,W,",16.0
2018-01-22T00:00:00,PRCP,GHCND:USW00013781,"T,,W,2400",0.0
2018-01-22T00:00:00,RHAV,GHCND:USW00013781,",,W,",72.0
2018-01-22T00:00:00,RHMN,GHCND:USW00013781,",,W,",54.0
2018-01-22T00:00:00,RHMX,GHCND:USW00013781,",,W,",86.0
2018-01-22T00:00:00,SNOW,GHCND:USW00013781,",,W,",0.0
2018-01-22T00:00:00,SNWD,GHCND:USW00013781,",,W,",0.0
2018-01-22T00:00:00,TMAX,GHCND:USW00013781,",,W,2400",156.0
2018-01-22T00:00:00,TMIN,GHCND:USW00013781,",,W,2400",39.0
2018-01-22T00:00:00,WDF2,GHCND:USW00013781,",,W,",150.0
2018-01-22T00:00:00,WDF5,GHCND:USW00013781,",,W,",160.0
2018-01-22T00:00:00,WSF2,GHCND:USW00013781,",,W,",54.0
2018-01-22T00:00:00,WSF5,GHCND:USW00013781,",,W,",63.0
2018-01-23T00:00:00,ADPT,GHCND:USW00013781,",,W,",50.0
2018-01-23T00:00:00,ASLP,GHCND:USW00013781,",,W,",10068.0
2018-01-23T00:00:00,ASTP,GHCND:USW00013781,",,W,",10044.0
2018-01-23T00:00:00,AWBT,GHCND:USW00013781,",,W,",78.0
2018-01-23T00:00:00,AWND,GHCND:USW00013781,",,W,",45.0
2018-01-23T00:00:00,PRCP,GHCND:USW00013781,",,W,2400",107.0
2018-01-23T00:00:00,RHAV,GHCND:USW00013781,",,W,",76.0
2018-01-23T00:00:00,RHMN,GHCND:USW00013781,",,W,",46.0
2018-01-23T00:00:00,RHMX,GHCND:USW00013781,",,W,",100.0
2018-01-23T00:00:00,SNOW,GHCND:USW00013781,",,W,",0.0
2018-01-23T00:00:00,SNWD,GHCND:USW00013781,",,W,",0.0
2018-01-23T00:00:00,TMAX,GHCND:USW00013781,",,W,2400",172.0
2018-01-23T00:00:00,TMIN,GHCND:USW00013781,",,W,2400",44.0
2018-01-23T00:00:00,WDF2,GHCND:USW00013781,",,W,",280.0
2018-01-23T00:00:00,WDF5,GHCND:USW00013781,",,W,",290.0
2018-01-23T00:00:00,WSF2,GHCND:USW00013781,",,W,",103.0
2018-01-23T00:00:00,WSF5,GHCND:USW00013781,",,W,",134.0
2018-01-23T00:00:00,WT01,GHCND:USW00013781,",,W,",1.0
2018-01-23T00:00:00,WT02,GHCND:USW00013781,",,W,",1.0
2018-01-23T00:00:00,WT03,GHCND:USW00013781,",,W,",1.0
2018-01-24T00:00:00,ADPT,GHCND:USW00013781,",,W,",-39.0
2018-01-24T00:00:00,ASLP,GHCND:USW00013781,",,W,",10169.0
2018-01-24T00:00:00,ASTP,GHCND:USW00013781,",,W,",10125.0
2018-01-24T00:00:00,AWBT,GHCND:USW00013781,",,W,",11.0
2018-01-24T00:00:00,AWND,GHCND:USW00013781,",,W,",61.0
2018-01-24T00:00:00,PRCP,GHCND:USW00013781,",,W,2400",0.0
2018-01-24T00:00:00,RHAV,GHCND:USW00013781,",,W,",55.0
2018-01-24T00:00:00,RHMN,GHCND:USW00013781,",,W,",45.0
2018-01-24T00:00:00,RHMX,GHCND:USW00013781,",,W,",65.0
2018-01-24T00:00:00,SNOW,GHCND:USW00013781,",,W,",0.0
2018-01-24T00:00:00,SNWD,GHCND:USW00013781,",,W,",0.0
2018-01-24T00:00:00,TMAX,GHCND:USW00013781,",,W,2400",72.0
2018-01-24T00:00:00,TMIN,GHCND:USW00013781,",,W,2400",6.0
2018-01-24T00:00:00,WDF2,GHCND:USW00013781,",,W,",310.0
2018-01-24T00:00:00,WDF5,GHCND:USW00013781,",,W,",310.0
2018-01-24T00:00:00,WSF2,GHCND:USW00013781,",,W,",112.0
2018-01-24T00:00:00,WSF5,GHCND:USW00013781,",,W,",134.0
2018-01-25T00:00:00,ADPT,GHCND:USW00013781,",,W,",-111.0
2018-01-25T00:00:00,ASLP,GHCND:USW00013781,",,W,",10308.0
2018-01-25T00:00:00,ASTP,GHCND:USW00013781,",,W,",10257.0
2018-01-25T00:00:00,AWBT,GHCND:USW00013781,",,W,",-39.0
2018-01-25T00:00:00,AWND,GHCND:USW00013781,",,W,",45.0
2018-01-25T00:00:00,PRCP,GHCND:USW00013781,",,W,2400",0.0
2018-01-25T00:00:00,RHAV,GHCND:USW00013781,",,W,",46.0
2018-01-25T00:00:00,RHMN,GHCND:USW00013781,",,W,",28.0
2018-01-25T00:00:00,RHMX,GHCND:USW00013781,",,W,",64.0
2018-01-25T00:00:00,SNOW,GHCND:USW00013781,",,W,",0.0
2018-01-25T00:00:00,SNWD,GHCND:USW00013781,",,W,",0.0
2018-01-25T00:00:00,TMAX,GHCND:USW00013781,",,W,2400",28.0
2018-01-25T00:00:00,TMIN,GHCND:USW00013781,",,W,2400",-38.0
2018-01-25T00:00:00,WDF2,GHCND:USW00013781,",,W,",330.0
2018-01-25T00:00:00,WDF5,GHCND:USW00013781,",,W,",330.0
2018-01-25T00:00:00,WSF2,GHCND:USW00013781,",,W,",107.0
2018-01-25T00:00:00,WSF5,GHCND:USW00013781,",,W,",134.0
2018-01-26T00:00:00,ADPT,GHCND:USW00013781,",,W,",-72.0
2018-01-26T00:00:00,ASLP,GHCND:USW00013781,",,W,",10383.0
2018-01-26T00:00:00,ASTP,GHCND:USW00013781,",,W,",10352.0
2018-01-26T00:00:00,AWBT,GHCND:USW00013781,",,W,",-33.0
2018-01-26T00:00:00,AWND,GHCND:USW00013781,",,W,",26.0
2018-01-26T00:00:00,PRCP,GHCND:USW00013781,",,W,2400",0.0
2018-01-26T00:00:00,RHAV,GHCND:USW00013781,",,W,",67.0
2018-01-26T00:00:00,RHMN,GHCND:USW00013781,",,W,",41.0
2018-01-26T00:00:00,RHMX,GHCND:USW00013781,",,W,",85.0
2018-01-26T00:00:00,SNOW,GHCND:USW00013781,",,W,",0.0
2018-01-26T00:00:00,SNWD,GHCND:USW00013781,",,W,",0.0
2018-01-26T00:00:00,TMAX,GHCND:USW00013781,",,W,2400",39.0
2018-01-26T00:00:00,TMIN,GHCND:USW00013781,",,W,2400",-66.0
2018-01-26T00:00:00,WDF2,GHCND:USW00013781,",,W,",160.0
2018-01-26T00:00:00,WDF5,GHCND:USW00013781,",,W,",150.0
2018-01-26T00:00:00,WSF2,GHCND:USW00013781,",,W,",67.0
2018-01-26T00:00:00,WSF5,GHCND:USW00013781,",,W,",81.0
2018-01-27T00:00:00,ADPT,GHCND:USW00013781,",,W,",11.0
2018-01-27T00:00:00,ASLP,GHCND:USW00013781,",,W,",10301.0
2018-01-27T00:00:00,ASTP,GHCND:USW00013781,",,W,",10281.0
2018-01-27T00:00:00,AWBT,GHCND:USW00013781,",,W,",44.0
2018-01-27T00:00:00,AWND,GHCND:USW00013781,",,W,",42.0
2018-01-27T00:00:00,PRCP,GHCND:USW00013781,",,W,2400",0.0
2018-01-27T00:00:00,RHAV,GHCND:USW00013781,",,W,",68.0
2018-01-27T00:00:00,RHMN,GHCND:USW00013781,",,W,",39.0
2018-01-27T00:00:00,RHMX,GHCND:USW00013781,",,W,",100.0
2018-01-27T00:00:00,SNOW,GHCND:USW00013781,",,W,",0.0
2018-01-27T00:00:00,SNWD,GHCND:USW00013781,",,W,",0.0
2018-01-27T00:00:00,TMAX,GHCND:USW00013781,",,W,2400",150.0
2018-01-27T00:00:00,TMIN,GHCND:USW00013781,",,W,2400",-49.0
2018-01-27T00:00:00,WDF2,GHCND:USW00013781,",,W,",220.0
2018-01-27T00:00:00,WDF5,GHCND:USW00013781,",,W,",230.0
2018-01-27T00:00:00,WSF2,GHCND:USW00013781,",,W,",107.0
2018-01-27T00:00:00,WSF5,GHCND:USW00013781,",,W,",148.0
2018-01-27T00:00:00,WT01,GHCND:USW00013781,",,W,",1.0
2018-01-28T00:00:00,ADPT,GHCND:USW00013781,",,W,",89.0
2018-01-28T00:00:00,ASLP,GHCND:USW00013781,",,W,",10240.0
2018-01-28T00:00:00,ASTP,GHCND:USW00013781,",,W,",10213.0
2018-01-28T00:00:00,AWBT,GHCND:USW00013781,",,W,",94.0
2018-01-28T00:00:00,AWND,GHCND:USW00013781,",,W,",24.0
2018-01-28T00:00:00,PRCP,GHCND:USW00013781,",,W,2400",74.0
2018-01-28T00:00:00,RHAV,GHCND:USW00013781,",,W,",95.0
2018-01-28T00:00:00,RHMN,GHCND:USW00013781,",,W,",70.0
2018-01-28T00:00:00,RHMX,GHCND:USW00013781,",,W,",100.0
2018-01-28T00:00:00,SNOW,GHCND:USW00013781,",,W,",0.0
2018-01-28T00:00:00,SNWD,GHCND:USW00013781,",,W,",0.0
2018-01-28T00:00:00,TMAX,GHCND:USW00013781,",,W,2400",133.0
2018-01-28T00:00:00,TMIN,GHCND:USW00013781,",,W,2400",72.0
2018-01-28T00:00:00,WDF2,GHCND:USW00013781,",,W,",220.0
2018-01-28T00:00:00,WDF5,GHCND:USW00013781,",,W,",90.0
2018-01-28T00:00:00,WSF2,GHCND:USW00013781,",,W,",89.0
2018-01-28T00:00:00,WSF5,GHCND:USW00013781,",,W,",125.0
2018-01-28T00:00:00,WT01,GHCND:USW00013781,",,W,",1.0
2018-01-29T00:00:00,ADPT,GHCND:USW00013781,",,W,",0.0
2018-01-29T00:00:00,ASLP,GHCND:USW00013781,",,W,",10196.0
2018-01-29T00:00:00,ASTP,GHCND:USW00013781,",,W,",10173.0
2018-01-29T00:00:00,AWBT,GHCND:USW00013781,",,W,",33.0
2018-01-29T00:00:00,AWND,GHCND:USW00013781,",,W,",48.0
2018-01-29T00:00:00,PRCP,GHCND:USW00013781,",,W,2400",0.0
2018-01-29T00:00:00,RHAV,GHCND:USW00013781,",,W,",67.0
2018-01-29T00:00:00,RHMN,GHCND:USW00013781,",,W,",55.0
2018-01-29T00:00:00,RHMX,GHCND:USW00013781,",,W,",82.0
2018-01-29T00:00:00,SNOW,GHCND:USW00013781,",,W,",0.0
2018-01-29T00:00:00,SNWD,GHCND:USW00013781,",,W,",0.0
2018-01-29T00:00:00,TMAX,GHCND:USW00013781,",,W,2400",78.0
2018-01-29T00:00:00,TMIN,GHCND:USW00013781,",,W,2400",33.0
2018-01-29T00:00:00,WDF2,GHCND:USW00013781,",,W,",40.0
2018-01-29T00:00:00,WDF5,GHCND:USW00013781,",,W,",50.0
2018-01-29T00:00:00,WSF2,GHCND:USW00013781,",,W,",89.0
2018-01-29T00:00:00,WSF5,GHCND:USW00013781,",,W,",112.0
2018-01-30T00:00:00,ADPT,GHCND:USW00013781,",,W,",-44.0
2018-01-30T00:00:00,ASLP,GHCND:USW00013781,",,W,",10183.0
2018-01-30T00:00:00,ASTP,GHCND:USW00013781,",,W,",10146.0
2018-01-30T00:00:00,AWBT,GHCND:USW00013781,",,W,",-17.0
2018-01-30T00:00:00,AWND,GHCND:USW00013781,",,W,",61.0
2018-01-30T00:00:00,PRCP,GHCND:USW00013781,",,W,2400",8.0
2018-01-30T00:00:00,RHAV,GHCND:USW00013781,",,W,",78.0
2018-01-30T00:00:00,RHMN,GHCND:USW00013781,",,W,",48.0
2018-01-30T00:00:00,RHMX,GHCND:USW00013781,",,W,",100.0
2018-01-30T00:00:00,SNOW,GHCND:USW00013781,",,W,",3.0
2018-01-30T00:00:00,SNWD,GHCND:USW00013781,",,W,",0.0
2018-01-30T00:00:00,TMAX,GHCND:USW00013781,",,W,2400",39.0
2018-01-30T00:00:00,TMIN,GHCND:USW00013781,",,W,2400",-55.0
2018-01-30T00:00:00,WDF2,GHCND:USW00013781,",,W,",310.0
2018-01-30T00:00:00,WDF5,GHCND:USW00013781,",,W,",310.0
2018-01-30T00:00:00,WSF2,GHCND:USW00013781,",,W,",116.0
2018-01-30T00:00:00,WSF5,GHCND:USW00013781,",,W,",157.0
2018-01-30T00:00:00,WT01,GHCND:USW00013781,",,W,",1.0
2018-01-31T00:00:00,ADPT,GHCND:USW00013781,",,W,",-122.0
2018-01-31T00:00:00,ASLP,GHCND:USW00013781,",,W,",10237.0
2018-01-31T00:00:00,ASTP,GHCND:USW00013781,",,W,",10213.0
2018-01-31T00:00:00,AWBT,GHCND:USW00013781,",,W,",-61.0
2018-01-31T00:00:00,AWND,GHCND:USW00013781,",,W,",41.0
2018-01-31T00:00:00,PRCP,GHCND:USW00013781,",,W,2400",0.0
2018-01-31T00:00:00,RHAV,GHCND:USW00013781,",,W,",52.0
2018-01-31T00:00:00,RHMN,GHCND:USW00013781,",,W,",40.0
2018-01-31T00:00:00,RHMX,GHCND:USW00013781,",,W,",67.0
2018-01-31T00:00:00,SNOW,GHCND:USW00013781,",,W,",0.0
2018-01-31T00:00:00,SNWD,GHCND:USW00013781,",,W,",0.0
2018-01-31T00:00:00,TMAX,GHCND:USW00013781,",,W,2400",6.0
2018-01-31T00:00:00,TMIN,GHCND:USW00013781,",,W,2400",-93.0
2018-01-31T00:00:00,WDF2,GHCND:USW00013781,",,W,",320.0
2018-01-31T00:00:00,WDF5,GHCND:USW00013781,",,W,",310.0
2018-01-31T00:00:00,WSF2,GHCND:USW00013781,",,W,",89.0
2018-01-31T00:00:00,WSF5,GHCND:USW00013781,",,W,",116.0
